name,year,genre,runtime,rating,num_votes,revenue,director,actor1,actor2,actor3,rated
tarzan,1999,Animation,88,7.2,102904,171000000.0,Chris Buck,Kevin Lima,Tony Goldwyn,Minnie Driver,G
tarzan,2013,Animation,94,4.8,8194,171000000.0,Chris Buck,Kevin Lima,Tony Goldwyn,Minnie Driver,G
true grit,2010,Adventure,110,7.7,201768,171000000.0,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,PG_13
true grit,1969,Adventure,128,7.4,28807,171000000.0,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,PG_13
a beautiful mind,2001,Biography,135,8.2,449421,171000000.0,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,PG_13
chicago,2002,Comedy,113,7.2,148165,171000000.0,Rob Marshall,RenÃ©e Zellweger,Catherine Zeta-Jones,Richard Gere,PG_13
the help,2011,Drama,146,8.1,253729,170000000.0,Tate Taylor,Emma Stone,Viola Davis,Octavia Spencer,PG_13
bridesmaids,2011,Comedy,125,6.8,182425,169000000.0,Paul Feig,Kristen Wiig,Maya Rudolph,Rose Byrne,R
the hunger games: mockingjay - part 1,2014,Adventure,123,7.2,63022,226000000.0,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,PG_13
quantum of solace,2008,Action,106,6.7,260331,168000000.0,Marc Forster,Daniel Craig,Olga Kurylenko,Mathieu Amalric,PG_13
wild hogs,2007,Action,100,5.9,89872,168000000.0,Walt Becker,Tim Allen,Martin Lawrence,John Travolta,TV_14
3 men and a baby,1987,Comedy,102,5.8,32426,168000000.0,Leonard Nimoy,Tom Selleck,Steve Guttenberg,Ted Danson,PG
casino royale,2006,Action,144,8,371893,167000000.0,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,PG_13
casino royale,1967,Action,131,5.2,19749,167000000.0,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,PG_13
meet the parents,2000,Comedy,108,7,223989,166000000.0,Jay Roach,Ben Stiller,Robert De Niro,Teri Polo,PG_13
2012,2009,Action,158,5.8,232870,166000000.0,Roland Emmerich,John Cusack,Thandie Newton,Chiwetel Ejiofor,PG_13
robin hood: prince of thieves,1991,Action,143,6.9,126416,166000000.0,Kevin Reynolds,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,PG_13
kung fu panda 2,2011,Animation,91,7.3,133819,165000000.0,Jennifer Yuh,Jack Black,Angelina Jolie,Jackie Chan,PG
hannibal,2001,Crime,131,6.7,182793,165000000.0,Ridley Scott,Anthony Hopkins,Julianne Moore,Gary Oldman,R
catch me if you can,2002,Biography,141,8,383209,164000000.0,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,PG_13
the proposal,2009,Comedy,108,6.7,176895,164000000.0,Anne Fletcher,Sandra Bullock,Ryan Reynolds,Mary Steenburgen,PG_13
big daddy,1999,Comedy,93,6.4,133973,163000000.0,Dennis Dugan,Adam Sandler,Joey Lauren Adams,Jon Stewart,PG_13
the sound of music,1965,Biography,174,8,119656,163000000.0,Robert Wise,Julie Andrews,Christopher Plummer,Eleanor Parker,APPROVED
clash of the titans,2010,Action,106,5.8,198182,163000000.0,Louis Leterrier,Sam Worthington,Liam Neeson,Ralph Fiennes,NULL
clash of the titans,1981,Adventure,118,6.9,29440,163000000.0,Louis Leterrier,Sam Worthington,Liam Neeson,Ralph Fiennes,NULL
batman returns,1992,Action,126,7,178378,163000000.0,Tim Burton,Michael Keaton,Danny DeVito,Michelle Pfeiffer,PG_13
django unchained,2012,Western,165,8.5,676422,163000000.0,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,R
the pursuit of happyness,2006,Biography,117,7.9,275172,163000000.0,Gabriele Muccino,Will Smith,Thandie Newton,Jaden Smith,PG_13
grown ups,2010,Comedy,102,6,146748,162000000.0,Dennis Dugan,Adam Sandler,Salma Hayek,Kevin James,PG_13
the waterboy,1998,Comedy,90,6,99946,161000000.0,Frank Coraci,Adam Sandler,Kathy Bates,Henry Winkler,PG_13
ice age: continental drift,2012,Animation,88,6.7,110701,161000000.0,Steve Martino,Mike Thurmeier,Ray Romano,Denis Leary,PG
shark tale,2004,Animation,90,6,110801,161000000.0,Bibo Bergeron,Vicky Jenson,Will Smith,Robert De Niro,PG
die another day,2002,Action,133,6.1,142219,160000000.0,Lee Tamahori,Pierce Brosnan,Halle Berry,Rosamund Pike,PG_13
the sting,1973,Comedy,129,8.4,140080,160000000.0,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,TV_14
the heat,2013,Action,117,6.7,105409,160000000.0,Paul Feig,Sandra Bullock,Michael McDonald,Melissa McCarthy,R
the firm,1993,Drama,154,6.8,75211,158000000.0,Sydney Pollack,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,R
the firm,2009,Drama,90,5.7,3373,158000000.0,Sydney Pollack,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,R
gone girl,2014,Drama,149,8.4,128994,161000000.0,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,R
the longest yard,2005,Comedy,113,6.3,105746,158000000.0,Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock,PG_13
the longest yard,1974,Comedy,121,7.1,11595,158000000.0,Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock,PG_13
x-men,2000,Action,104,7.4,353923,157000000.0,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,PG_13
scary movie,2000,Comedy,88,6.2,159275,157000000.0,Keenen Ivory Wayans,Anna Faris,Jon Abrahams,Marlon Wayans,R
fatal attraction,1987,Drama,119,6.9,45966,157000000.0,Adrian Lyne,Michael Douglas,Glenn Close,Anne Archer,R
what lies beneath,2000,Drama,130,6.6,88473,155000000.0,Robert Zemeckis,Harrison Ford,Michelle Pfeiffer,Katharine Towne,PG_13
the mummy,1999,Action,125,7,275377,155000000.0,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,PG_13
the mummy,1959,Horror,86,6.8,4188,155000000.0,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,PG_13
snow white and the huntsman,2012,Action,127,6.2,189951,155000000.0,Rupert Sanders,Kristen Stewart,Chris Hemsworth,Charlize Theron,PG_13
over the hedge,2006,Animation,83,6.8,108559,155000000.0,Tim Johnson,Karey Kirkpatrick,Bruce Willis,Garry Shandling,PG
fantastic four,2005,Action,106,5.7,223873,155000000.0,Tim Story,Ioan Gruffudd,Michael Chiklis,Chris Evans,PG_13
horton hears a who!,2008,Animation,86,6.9,92702,155000000.0,Jimmy Hayward,Steve Martino,Jim Carrey,Steve Carell,G
who framed roger rabbit,1988,Animation,104,7.7,114563,154000000.0,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,TV_14
beverly hills cop ii,1987,Action,100,6.4,71787,154000000.0,Tony Scott,Eddie Murphy,Judge Reinhold,JÃ¼rgen Prochnow,R
jerry maguire,1996,Comedy,139,7.3,159705,154000000.0,Cameron Crowe,Tom Cruise,Cuba Gooding Jr.,RenÃ©e Zellweger,R
scooby-doo,2002,Adventure,86,4.9,60043,153000000.0,Raja Gosnell,Matthew Lillard,Freddie Prinze Jr.,Sarah Michelle Gellar,PG
101 dalmatians,1961,Animation,79,7.2,85071,153000000.0,Clyde Geronimi,Hamilton Luske,Rod Taylor,Betty Lou Gerson,G
101 dalmatians,1996,Adventure,103,5.6,60627,153000000.0,Clyde Geronimi,Hamilton Luske,Rod Taylor,Betty Lou Gerson,G
sex and the city,2008,Comedy,145,5.4,88149,153000000.0,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,R
runaway bride,1999,Comedy,116,5.4,62701,152000000.0,Garry Marshall,Julia Roberts,Richard Gere,Joan Cusack,PG
divergent,2014,Action,139,6.9,187007,151000000.0,Neil Burger,Shailene Woodley,Theo James,Kate Winslet,PG_13
rambo: first blood part ii,1985,Action,96,6.4,96495,150000000.0,George P. Cosmatos,Sylvester Stallone,Richard Crenna,Charles Napier,R
terminator 3: rise of the machines,2003,Action,109,6.4,244342,150000000.0,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,R
g.i. joe: the rise of cobra,2009,Action,118,5.8,152502,150000000.0,Stephen Sommers,Dennis Quaid,Channing Tatum,Marlon Wayans,PG_13
american hustle,2013,Crime,138,7.4,265637,150000000.0,David O. Russell,Christian Bale,Amy Adams,Bradley Cooper,R
neighbors,2014,Comedy,97,6.5,126095,150000000.0,Nicholas Stoller,Seth Rogen,Rose Byrne,Zac Efron,R
neighbors,1981,Comedy,94,5.5,5327,150000000.0,Nicholas Stoller,Seth Rogen,Rose Byrne,Zac Efron,R
puss in boots,2011,Animation,90,6.7,94962,149000000.0,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,PG
knocked up,2007,Comedy,129,7.1,258332,149000000.0,Judd Apatow,Seth Rogen,Katherine Heigl,Paul Rudd,R
big hero 6,2014,Animation,102,8.3,22403,167000000.0,Don Hall,Chris Williams,Ryan Potter,Scott Adsit,PG
little fockers,2010,Comedy,98,5.4,70577,148000000.0,Paul Weitz,Ben Stiller,Teri Polo,Robert De Niro,PG_13
megamind,2010,Animation,95,7.3,135564,148000000.0,Tom McGrath,Will Ferrell,Jonah Hill,Brad Pitt,PG
hotel transylvania,2012,Animation,91,7.1,115707,148000000.0,Genndy Tartakovsky,Adam Sandler,Kevin James,Andy Samberg,PG
talladega nights: the ballad of ricky bobby,2006,Action,108,6.5,106533,148000000.0,Adam McKay,Will Ferrell,John C. Reilly,Sacha Baron Cohen,PG_13
gremlins,1984,Comedy,106,7.2,112052,148000000.0,Joe Dante,Zach Galligan,Phoebe Cates,Hoyt Axton,PG
gran torino,2008,Drama,116,8.2,449136,148000000.0,Clint Eastwood,Clint Eastwood,Bee Vang,Christopher Carley,R
as good as it gets,1997,Comedy,139,7.8,202011,148000000.0,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,R
lethal weapon 2,1989,Action,114,7.2,106698,147000000.0,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci,UNRATED
x-men: first class,2011,Action,132,7.8,399666,146000000.0,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,PG_13
paul blart: mall cop,2009,Action,91,5.2,67381,146000000.0,Steve Carr,Kevin James,Keir O'Donnell,Jayma Mays,PG_13
true lies,1994,Action,141,7.2,161573,146000000.0,James Cameron,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,R
american pie 2,2001,Comedy,108,6.4,171771,145000000.0,J.B. Rogers,Jason Biggs,Seann William Scott,Shannon Elizabeth,UNRATED
taken,2008,Action,93,7.9,399867,145000000.0,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,UNRATED
the santa clause,1994,Comedy,97,6.3,51079,145000000.0,John Pasquin,Tim Allen,Judge Reinhold,Wendy Crewson,PG
the great gatsby,2013,Drama,143,7.3,278522,145000000.0,Baz Luhrmann,Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,PG_13
the great gatsby,1974,Drama,144,6.4,17037,145000000.0,Baz Luhrmann,Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,PG_13
lethal weapon 3,1992,Action,118,6.7,111547,145000000.0,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci,UNRATED
the fast and the furious,2001,Action,106,6.6,210118,145000000.0,Rob Cohen,Vin Diesel,Paul Walker,Michelle Rodriguez,PG_13
doctor dolittle,1998,Comedy,85,5.3,62926,144000000.0,Betty Thomas,Eddie Murphy,Peter Boyle,Ossie Davis,PG_13
doctor dolittle,1967,Adventure,152,6.2,5341,144000000.0,Betty Thomas,Eddie Murphy,Peter Boyle,Ossie Davis,PG_13
mamma mia!,2008,Comedy,108,6.4,116600,144000000.0,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,Amanda Seyfried,PG_13
rio,2011,Animation,96,7,134789,144000000.0,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,George Lopez,G
juno,2007,Comedy,96,7.6,349600,143000000.0,Jason Reitman,Ellen Page,Michael Cera,Jennifer Garner,PG_13
the smurfs,2011,Animation,103,5.5,57416,143000000.0,Raja Gosnell,Hank Azaria,Katy Perry,Jonathan Winters,PG
the jungle book,1967,Animation,78,7.6,94885,142000000.0,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,Louis Prima,APPROVED
the jungle book,1994,Adventure,111,6,11084,142000000.0,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,Louis Prima,APPROVED
the chronicles of narnia: prince caspian,2008,Action,150,6.6,121060,142000000.0,Andrew Adamson,Ben Barnes,Skandar Keynes,Georgie Henley,PG
pocahontas,1995,Animation,81,6.6,87214,142000000.0,Mike Gabriel,Eric Goldberg,Mel Gibson,Linda Hunt,G
animal house,1978,Comedy,109,7.6,79789,142000000.0,John Landis,John Belushi,Karen Allen,Tom Hulce,R
a few good men,1992,Crime,138,7.6,156642,141000000.0,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,R
slumdog millionaire,2008,Drama,120,8,527270,141000000.0,Danny Boyle,Loveleen Tandan,Dev Patel,Freida Pinto,R
xxx,2002,Action,124,5.8,123688,141000000.0,Rob Cohen,Vin Diesel,Asia Argento,Marton Csokas,UNRATED
rush hour,1998,Action,98,6.9,155693,141000000.0,Brett Ratner,Jackie Chan,Chris Tucker,Ken Leung,PG_13
the blair witch project,1999,Horror,81,6.4,161632,141000000.0,Daniel Myrick,Eduardo SÃ¡nchez,Heather Donahue,Michael C. Williams,R
deep impact,1998,Action,120,6.1,120822,140000000.0,Mimi Leder,Robert Duvall,TÃ©a Leoni,Elijah Wood,PG_13
rush hour 3,2007,Action,91,6.2,100621,140000000.0,Brett Ratner,Jackie Chan,Chris Tucker,Max von Sydow,PG_13
stuart little,1999,Animation,84,5.9,76596,140000000.0,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,PG
the rocky horror picture show,1975,Comedy,100,7.4,86890,140000000.0,Jim Sharman,Tim Curry,Susan Sarandon,Barry Bostwick,R
taken 2,2012,Action,92,6.3,171993,140000000.0,Olivier Megaton,Liam Neeson,Famke Janssen,Maggie Grace,PG_13
sister act,1992,Comedy,100,6.2,53107,140000000.0,Emile Ardolino,Whoopi Goldberg,Maggie Smith,Kathy Najimy,PG
the matrix revolutions,2003,Action,129,6.7,313425,139000000.0,Andy Wachowski,Lana Wachowski,Keanu Reeves,Laurence Fishburne,R
the santa clause 2,2002,Comedy,104,5.5,27473,139000000.0,Michael Lembeck,Tim Allen,Spencer Breslin,Elizabeth Mitchell,G
cheaper by the dozen,2003,Comedy,98,5.8,63574,139000000.0,Shawn Levy,Steve Martin,Bonnie Hunt,Hilary Duff,PG
cheaper by the dozen,1950,Comedy,86,7.1,3089,139000000.0,Shawn Levy,Steve Martin,Bonnie Hunt,Hilary Duff,PG
21 jump street,2012,Action,109,7.2,308156,138000000.0,Phil Lord,Christopher Miller,Jonah Hill,Channing Tatum,R
bad boys ii,2003,Action,147,6.5,150130,138000000.0,Michael Bay,Will Smith,Martin Lawrence,Gabrielle Union,R
good will hunting,1997,Drama,126,8.2,471584,138000000.0,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,R
platoon,1986,Drama,120,8.2,237229,138000000.0,Oliver Stone,Charlie Sheen,Tom Berenger,Willem Dafoe,R
a christmas carol,2009,Animation,96,6.8,56367,138000000.0,Robert Zemeckis,Jim Carrey,Gary Oldman,Colin Firth,PG
a christmas carol,1951,Drama,86,8.1,12941,138000000.0,Robert Zemeckis,Jim Carrey,Gary Oldman,Colin Firth,PG
dinosaur,2000,Animation,82,6.4,31903,138000000.0,Eric Leighton,Ralph Zondag,D.B. Sweeney,Julianna Margulies,PG
the conjuring,2013,Horror,112,7.5,215310,137000000.0,James Wan,Patrick Wilson,Vera Farmiga,Ron Livingston,R
click,2006,Comedy,107,6.4,203212,137000000.0,Frank Coraci,Adam Sandler,Kate Beckinsale,Christopher Walken,PG_13
the green mile,1999,Crime,189,8.5,573127,137000000.0,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,R
ransom,1996,Crime,121,6.6,87003,136000000.0,Ron Howard,Mel Gibson,Gary Sinise,Rene Russo,R
101 dalmatians,1961,Animation,79,7.2,85071,136000000.0,Stephen Herek,Glenn Close,Jeff Daniels,Joely Richardson,G
101 dalmatians,1996,Adventure,103,5.6,60627,136000000.0,Stephen Herek,Glenn Close,Jeff Daniels,Joely Richardson,G
godzilla,2014,Action,123,6.6,214520,136000000.0,Roland Emmerich,Matthew Broderick,Jean Reno,Maria Pitillo,PG_13
godzilla,1998,Action,139,5.3,135231,136000000.0,Roland Emmerich,Matthew Broderick,Jean Reno,Maria Pitillo,PG_13
godzilla,1954,Horror,96,7.5,15977,136000000.0,Roland Emmerich,Matthew Broderick,Jean Reno,Maria Pitillo,PG_13
argo,2012,Drama,120,7.8,352942,136000000.0,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,R
chicken little,2005,Animation,81,5.8,51053,135000000.0,Mark Dindal,Zach Braff,Joan Cusack,Garry Marshall,G
teenage mutant ninja turtles,2014,Action,101,6.1,80068,135000000.0,Steve Barron,Judith Hoag,Elias Koteas,Josh Pais,PG
teenage mutant ninja turtles,1990,Action,93,6.7,60832,135000000.0,Steve Barron,Judith Hoag,Elias Koteas,Josh Pais,PG
patch adams,1998,Biography,115,6.6,66813,135000000.0,Tom Shadyac,Robin Williams,Daniel London,Monica Potter,PG_13
the godfather,1972,Crime,175,9.2,915900,135000000.0,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,R
wanted,2008,Action,110,6.7,257942,135000000.0,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman,R
wanted,2009,Action,NULL,6.6,7605,135000000.0,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman,R
live free or die hard,2007,Action,128,7.3,295131,135000000.0,Len Wiseman,Bruce Willis,Justin Long,Timothy Olyphant,UNRATED
the incredible hulk,2008,Action,112,6.9,267158,135000000.0,Louis Leterrier,Edward Norton,Liv Tyler,Tim Roth,PG_13
identity thief,2013,Comedy,111,5.7,77030,134000000.0,Seth Gordon,Jason Bateman,Melissa McCarthy,John Cho,R
superman,1978,Action,143,7.3,106804,134000000.0,Richard Donner,Christopher Reeve,Margot Kidder,Gene Hackman,PG
ride along,2014,Action,99,6.1,43521,134000000.0,Tim Story,Ice Cube,Kevin Hart,Tika Sumpter,PG_13
the rock,1996,Action,136,7.4,229055,134000000.0,Michael Bay,Sean Connery,Nicolas Cage,Ed Harris,R
anger management,2003,Comedy,106,6.2,150486,134000000.0,Peter Segal,Jack Nicholson,Adam Sandler,Marisa Tomei,R
grown ups 2,2013,Comedy,101,5.4,81914,134000000.0,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock,PG_13
mission: impossible iii,2006,Action,126,6.8,204160,133000000.0,J.J. Abrams,Tom Cruise,Michelle Monaghan,Ving Rhames,PG_13
troy,2004,Adventure,163,7.2,305760,133000000.0,Wolfgang Petersen,Brad Pitt,Eric Bana,Orlando Bloom,R
alvin and the chipmunks: chipwrecked,2011,Animation,87,4.4,17871,133000000.0,Mike Mitchell,Justin Long,Jesse McCartney,Jason Lee,G
the wolverine,2013,Action,126,6.8,245885,133000000.0,James Mangold,Hugh Jackman,Will Yun Lee,Tao Okamoto,PG_13
bringing down the house,2003,Comedy,105,5.5,27396,133000000.0,Adam Shankman,Steve Martin,Queen Latifah,Eugene Levy,PG_13
the departed,2006,Crime,151,8.5,671537,132000000.0,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson,R
hulk,2003,Action,138,5.7,178411,132000000.0,Ang Lee,Eric Bana,Jennifer Connelly,Sam Elliott,PG_13
silver linings playbook,2012,Comedy,122,7.9,418839,132000000.0,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,R
minority report,2002,Action,145,7.7,336008,132000000.0,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,PG_13
fantastic 4: rise of the silver surfer,2007,Action,92,5.6,178630,132000000.0,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,PG
the last airbender,2010,Action,103,4.3,101258,132000000.0,M. Night Shyamalan,Noah Ringer,Nicola Peltz,Jackson Rathbone,PG
rio 2,2014,Animation,101,6.4,36483,132000000.0,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,Jemaine Clement,G
interstellar,2014,Adventure,169,8.9,304952,147000000.0,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,PG_13
lara croft: tomb raider,2001,Action,100,5.7,132859,131000000.0,Simon West,Angelina Jolie,Jon Voight,Iain Glen,PG_13
the silence of the lambs,1991,Crime,118,8.6,664007,131000000.0,Jonathan Demme,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,R
the flintstones,1994,Comedy,91,4.8,53806,131000000.0,Brian Levant,John Goodman,Rick Moranis,Rosie O'Donnell,PG
get smart,2008,Action,110,6.5,148699,130000000.0,Peter Segal,Steve Carell,Anne Hathaway,Alan Arkin,PG_13
american gangster,2007,Biography,157,7.8,286688,130000000.0,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,R
american beauty,1999,Drama,122,8.5,661054,130000000.0,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,R
an officer and a gentleman,1982,Drama,124,6.9,33491,130000000.0,Taylor Hackford,Richard Gere,Debra Winger,David Keith,R
lethal weapon 4,1998,Action,127,6.6,112151,130000000.0,Richard Donner,Mel Gibson,Danny Glover,Joe Pesci,R
the nutty professor,1996,Comedy,95,5.5,73175,129000000.0,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,James Coburn,PG_13
the nutty professor,1963,Comedy,107,6.7,10519,129000000.0,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,James Coburn,PG_13
the ring,2002,Horror,115,7.1,204130,129000000.0,Gore Verbinski,Naomi Watts,Martin Henderson,Brian Cox,PG_13
borat,2006,Comedy,84,7.3,256740,129000000.0,Larry Charles,Sacha Baron Cohen,Ken Davitian,Luenell,R
close encounters of the third kind,1977,Drama,137,7.7,118080,128000000.0,Steven Spielberg,Richard Dreyfuss,FranÃ§ois Truffaut,Teri Garr,TV_MA
robots,2005,Animation,91,6.3,84248,128000000.0,Chris Wedge,Carlos Saldanha,Ewan McGregor,Halle Berry,PG
coming to america,1988,Comedy,116,6.9,98963,128000000.0,John Landis,Eddie Murphy,Arsenio Hall,James Earl Jones,R
shutter island,2010,Mystery,138,8.1,571654,128000000.0,Martin Scorsese,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,R
rocky iv,1985,Drama,91,6.7,99890,128000000.0,Sylvester Stallone,Sylvester Stallone,Talia Shire,Burt Young,PG
enchanted,2007,Comedy,107,7.2,120124,128000000.0,Kevin Lima,Amy Adams,Susan Sarandon,James Marsden,PG
the curious case of benjamin button,2008,Drama,166,7.8,371871,127000000.0,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,PG_13
sweet home alabama,2002,Comedy,108,6.1,72814,127000000.0,Andy Tennant,Reese Witherspoon,Patrick Dempsey,Josh Lucas,PG_13
2 fast 2 furious,2003,Action,107,5.7,140207,127000000.0,John Singleton,Paul Walker,Tyrese Gibson,Cole Hauser,PG_13
super 8,2011,Mystery,112,7.1,251482,127000000.0,J.J. Abrams,Elle Fanning,AJ Michalka,Kyle Chandler,PG_13
the world is not enough,1999,Action,128,6.4,134387,127000000.0,Michael Apted,Pierce Brosnan,Sophie Marceau,Robert Carlyle,PG_13
smokey and the bandit,1977,Action,96,6.8,28163,127000000.0,Hal Needham,Burt Reynolds,Sally Field,Jerry Reed,PG
sleepless in seattle,1993,Comedy,105,6.8,105343,127000000.0,Nora Ephron,Tom Hanks,Meg Ryan,Ross Malinger,PG
bee movie,2007,Animation,91,6.2,88077,127000000.0,Steve Hickner,Simon J. Smith,Jerry Seinfeld,RenÃ©e Zellweger,PG
lucy,2014,Action,89,6.5,141963,127000000.0,Luc Besson,Scarlett Johansson,Morgan Freeman,Min-sik Choi,R
