name	year	genre	runtime	rating	num_votes	img_src	revenue	director	actor1	actor2	actor3	rated
problem child	1990	Comedy	81	5.1	19451	http://ia.media-imdb.com/images/M/MV5BNTM1MTAzNDc3Ml5BMl5BanBnXkFtZTYwNjEyODQ5._V1._SX54_CR0,0,54,74_.jpg	53500000	Dennis Dugan	Michael Oliver	John Ritter	Jack Warden	PG
sabrina	1954	Comedy	113	7.8	36972	http://ia.media-imdb.com/images/M/MV5BMjIyMDAxMTExMV5BMl5BanBnXkFtZTgwOTc0ODEzMDE@._V1._SX54_CR0,0,54,74_.jpg	53500000	Sydney Pollack	Harrison Ford	Julia Ormond	Greg Kinnear	PG
sabrina	1995	Comedy	127	6.2	26336	http://ia.media-imdb.com/images/M/MV5BMTYxMTg3OTYyOF5BMl5BanBnXkFtZTcwODE3NTYxMQ@@._V1._SX54_CR0,0,54,74_.jpg	53500000	Sydney Pollack	Harrison Ford	Julia Ormond	Greg Kinnear	PG
robocop	1987	Action	102	7.5	149855	http://ia.media-imdb.com/images/M/MV5BMTk1MDUzMTQ3OV5BMl5BanBnXkFtZTcwMDAwNTk0NA@@._V1._SX54_CR0,0,54,74_.jpg	53400000	Paul Verhoeven	Peter Weller	Nancy Allen	Dan O'Herlihy	UNRATED
robocop	2014	Action	117	6.3	136501	http://ia.media-imdb.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1._SX54_CR0,0,54,74_.jpg	53400000	Paul Verhoeven	Peter Weller	Nancy Allen	Dan O'Herlihy	UNRATED
life as we know it	2010	Comedy	114	6.5	73832	http://ia.media-imdb.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1._SX54_CR0,0,54,74_.jpg	53400000	Greg Berlanti	Katherine Heigl	Josh Duhamel	Josh Lucas	PG_13
corpse bride	2005	Animation	77	7.4	152528	http://ia.media-imdb.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1._SX54_CR0,0,54,74_.jpg	53300000	Tim Burton	Mike Johnson	Johnny Depp	Helena Bonham Carter	TV_PG
final destination	2000	Horror	98	6.8	153303	http://ia.media-imdb.com/images/M/MV5BMTU4OTI4OTI4OF5BMl5BanBnXkFtZTgwMDA1MzkyMTE@._V1._SX54_CR0,0,54,74_.jpg	53300000	James Wong	Devon Sawa	Ali Larter	Kerr Smith	R
sleepers	1996	Crime	147	7.5	137405	http://ia.media-imdb.com/images/M/MV5BMTc4OTUzNzc0MV5BMl5BanBnXkFtZTgwMjE4ODYxMTE@._V1._SX54_CR0,0,54,74_.jpg	53300000	Barry Levinson	Robert De Niro	Kevin Bacon	Brad Pitt	R
papillon	1973	Biography	151	8.1	76230	http://ia.media-imdb.com/images/M/MV5BMTY2NjE5NDk3OV5BMl5BanBnXkFtZTcwMTU3Njk3OA@@._V1._SX54_CR0,0,54,74_.jpg	53300000	Franklin J. Schaffner	Steve McQueen	Dustin Hoffman	Victor Jory	R
the devil inside	2012	Horror	83	4.1	27701	http://ia.media-imdb.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1._SX54_CR0,0,54,74_.jpg	53200000	William Brent Bell	Fernanda Andrade	Simon Quarterman	Evan Helmuth	R
red 2	2013	Action	116	6.7	96997	http://ia.media-imdb.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1._SX54_CR0,0,54,74_.jpg	53200000	Dean Parisot	Bruce Willis	Helen Mirren	John Malkovich	PG_13
eye for an eye	1996	Crime	101	6.1	8333	http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1._SX54_CR0,0,54,74_.jpg	53100000	John Schlesinger	Sally Field	Kiefer Sutherland	Ed Harris	R
arachnophobia	1990	Comedy	103	6.3	43749	http://ia.media-imdb.com/images/M/MV5BMTcwNDU1Nzk5N15BMl5BanBnXkFtZTcwMDEwNDkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	53100000	Frank Marshall	Jeff Daniels	Julian Sands	John Goodman	PG_13
the prestige	2006	Drama	130	8.5	641124	http://ia.media-imdb.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1._SX54_CR0,0,54,74_.jpg	53100000	Christopher Nolan	Christian Bale	Hugh Jackman	Scarlett Johansson	PG_13
letters to juliet	2010	Comedy	105	6.5	57421	http://ia.media-imdb.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1._SX54_CR0,0,54,74_.jpg	5.3e+07	Gary Winick	Amanda Seyfried	Gael GarcÃ­a Bernal	Vanessa Redgrave	PG
blow	2001	Biography	124	7.6	169256	http://ia.media-imdb.com/images/M/MV5BMTQ5ODQwNzIxNV5BMl5BanBnXkFtZTYwNzAyMDE3._V1._SX54_CR0,0,54,74_.jpg	52900000	Ted Demme	Johnny Depp	PenÃ©lope Cruz	Franka Potente	R
my cousin vinny	1992	Comedy	120	7.5	73657	http://ia.media-imdb.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1._SX54_CR0,0,54,74_.jpg	52900000	Jonathan Lynn	Joe Pesci	Marisa Tomei	Ralph Macchio	R
varsity blues	1999	Comedy	106	6.4	31941	http://ia.media-imdb.com/images/M/MV5BMTc2OTMxOTQzNV5BMl5BanBnXkFtZTgwMzAxNzQxMTE@._V1._SX54_CR0,0,54,74_.jpg	52900000	Brian Robbins	James Van Der Beek	Jon Voight	Paul Walker	R
sweeney todd: the demon barber of fleet street	2007	Drama	116	7.5	238565	http://ia.media-imdb.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1._SX54_CR0,0,54,74_.jpg	52900000	Tim Burton	Johnny Depp	Helena Bonham Carter	Alan Rickman	R
forces of nature	1999	Comedy	105	5.3	23690	http://ia.media-imdb.com/images/M/MV5BMTI4MjYwMzk5MF5BMl5BanBnXkFtZTYwNTY1MzA5._V1._SX54_CR0,0,54,74_.jpg	52900000	Bronwen Hughes	Sandra Bullock	Ben Affleck	Maura Tierney	PG_13
outrageous fortune	1987	Comedy	99	6	4981	http://ia.media-imdb.com/images/M/MV5BMTc5MTgxOTIxNl5BMl5BanBnXkFtZTcwMTkzNjUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	52900000	Arthur Hiller	Shelley Long	Bette Midler	Peter Coyote	R
message in a bottle	1999	Drama	131	6.1	25223	http://ia.media-imdb.com/images/M/MV5BMTQyMDMxMDkwNV5BMl5BanBnXkFtZTcwMDQ0NzcyMQ@@._V1._SY74_CR0,0,54,74_.jpg	52800000	Luis Mandoki	Kevin Costner	Robin Wright	Paul Newman	PG_13
the recruit	2003	Action	115	6.6	100728	http://ia.media-imdb.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1._SX54_CR0,0,54,74_.jpg	52800000	Roger Donaldson	Al Pacino	Colin Farrell	Bridget Moynahan	PG_13
unfaithful	2002	Drama	124	6.7	54894	http://ia.media-imdb.com/images/M/MV5BMTU4MzUzNjk5OV5BMl5BanBnXkFtZTYwMjc1OTc5._V1._SX54_CR0,0,54,74_.jpg	52800000	Adrian Lyne	Richard Gere	Diane Lane	Olivier Martinez	R
four weddings and a funeral	1994	Comedy	117	7.1	93804	http://ia.media-imdb.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1._SX54_CR0,0,54,74_.jpg	52700000	Mike Newell	Hugh Grant	Andie MacDowell	James Fleet	R
diary of a wimpy kid: rodrick rules	2011	Comedy	99	6.6	15455	http://ia.media-imdb.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1._SX54_CR0,0,54,74_.jpg	52700000	David Bowers	Zachary Gordon	Devon Bostick	Robert Capron	PG
king kong	2005	Action	187	7.3	273457	http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1._SX54_CR0,0,54,74_.jpg	52600000	John Guillermin	Jeff Bridges	Charles Grodin	Jessica Lange	PG
king kong	1976	Adventure	134	5.8	19119	http://ia.media-imdb.com/images/M/MV5BMTcyMTQ4MjUzNV5BMl5BanBnXkFtZTYwODQzODA5._V1._SX54_CR0,0,54,74_.jpg	52600000	John Guillermin	Jeff Bridges	Charles Grodin	Jessica Lange	PG
no good deed	2002	Action	103	5.6	5328	http://ia.media-imdb.com/images/M/MV5BMTkzMjcyNDc4OF5BMl5BanBnXkFtZTcwOTQ1MTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	52500000	Sam Miller	Taraji P. Henson	Idris Elba	Leslie Bibb	PG_13
no good deed	2014	Crime	84	5.8	3074	http://ia.media-imdb.com/images/M/MV5BMzk0OTc3MDM5MF5BMl5BanBnXkFtZTgwOTMzMDMzMjE@._V1._SX54_CR0,0,54,74_.jpg	52500000	Sam Miller	Taraji P. Henson	Idris Elba	Leslie Bibb	PG_13
the strangers	2008	Horror	86	6.2	79753	http://ia.media-imdb.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1._SX54_CR0,0,54,74_.jpg	52500000	Bryan Bertino	Scott Speedman	Liv Tyler	Gemma Ward	R
wall street: money never sleeps	2010	Drama	133	6.3	73914	http://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1._SX54_CR0,0,54,74_.jpg	52500000	Oliver Stone	Shia LaBeouf	Michael Douglas	Carey Mulligan	PG_13
blade: trinity	2004	Action	113	5.9	110202	http://ia.media-imdb.com/images/M/MV5BMTc3Nzk1MTYyMV5BMl5BanBnXkFtZTcwNzQyMzYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	52400000	David S. Goyer	Wesley Snipes	Kris Kristofferson	Parker Posey	UNRATED
the royal tenenbaums	2001	Comedy	110	7.6	176662	http://ia.media-imdb.com/images/M/MV5BMjA0MjcwNDgzNl5BMl5BanBnXkFtZTgwNzMwODQxMTE@._V1._SX54_CR0,0,54,74_.jpg	52400000	Wes Anderson	Gene Hackman	Gwyneth Paltrow	Anjelica Huston	R
the lake house	2006	Drama	99	6.8	100380	http://ia.media-imdb.com/images/M/MV5BMTYxMTgxNDI3MV5BMl5BanBnXkFtZTcwMzIxMTIzMw@@._V1._SX54_CR0,0,54,74_.jpg	52300000	Alejandro Agresti	Keanu Reeves	Sandra Bullock	Christopher Plummer	PG
the color of money	1986	Drama	119	7	49861	http://ia.media-imdb.com/images/M/MV5BMjE3MDk5NjEyMl5BMl5BanBnXkFtZTcwMTYyMjA0Mg@@._V1._SX54_CR0,0,54,74_.jpg	52300000	Martin Scorsese	Paul Newman	Tom Cruise	Mary Elizabeth Mastrantonio	R
stand by me	1986	Adventure	89	8.1	219628	http://ia.media-imdb.com/images/M/MV5BNDk2MTkyMTA1OF5BMl5BanBnXkFtZTcwOTc2Njk3OA@@._V1._SX54_CR0,0,54,74_.jpg	52300000	Rob Reiner	Wil Wheaton	River Phoenix	Corey Feldman	R
radio	2003	Biography	109	6.9	29407	http://ia.media-imdb.com/images/M/MV5BMTY0NzU0NTY3OV5BMl5BanBnXkFtZTcwNDM2MTYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	52300000	Michael Tollin	Cuba Gooding Jr.	Ed Harris	Debra Winger	PG
ghosts of girlfriends past	2009	Comedy	100	5.7	57105	http://ia.media-imdb.com/images/M/MV5BMTA0Njk2NTIyMTVeQTJeQWpwZ15BbWU3MDU0MzUyMzI@._V1._SX54_CR0,0,54,74_.jpg	52200000	Mark Waters	Matthew McConaughey	Jennifer Garner	Emma Stone	PG_13
awakenings	1990	Biography	121	7.7	78367	http://ia.media-imdb.com/images/M/MV5BNzQ3MjkxNjM0MF5BMl5BanBnXkFtZTcwMTMzMjk3OA@@._V1._SX54_CR0,0,54,74_.jpg	52100000	Penny Marshall	Robert De Niro	Robin Williams	Julie Kavner	PG_13
predators	2010	Action	107	6.4	150078	http://ia.media-imdb.com/images/M/MV5BMjA5MzYwODgzOV5BMl5BanBnXkFtZTcwMTQwMjUyMw@@._V1._SX54_CR0,0,54,74_.jpg	5.2e+07	NimrÃ³d Antal	Adrien Brody	Laurence Fishburne	Topher Grace	R
temptation: confessions of a marriage counselor	2013	Drama	111	4.8	8836	http://ia.media-imdb.com/images/M/MV5BMTg3MzExNjU1N15BMl5BanBnXkFtZTcwMzk0ODU5OA@@._V1._SX54_CR0,0,54,74_.jpg	5.2e+07	Tyler Perry	Jurnee Smollett-Bell	Vanessa Williams	Brandy Norwood	PG_13
king arthur	2004	Action	126	6.3	116574	http://ia.media-imdb.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	51900000	Antoine Fuqua	Clive Owen	Stephen Dillane	Keira Knightley	UNRATED
the call	2013	Crime	94	6.7	73729	http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1._SX54_CR0,0,54,74_.jpg	51900000	Brad Anderson	Halle Berry	Evie Thompson	Abigail Breslin	R
the odd life of timothy green	2012	Comedy	105	6.6	32350	http://ia.media-imdb.com/images/M/MV5BMTQzODg3MzUyOV5BMl5BanBnXkFtZTcwNzI1MzUyNg@@._V1._SX54_CR0,0,54,74_.jpg	51900000	Peter Hedges	Jennifer Garner	Joel Edgerton	CJ Adams	PG
funny people	2009	Comedy	146	6.4	92297	http://ia.media-imdb.com/images/M/MV5BMTMxNDQ5MTA5MF5BMl5BanBnXkFtZTcwMzUyMDUwMg@@._V1._SX54_CR0,0,54,74_.jpg	51800000	Judd Apatow	Adam Sandler	Seth Rogen	Leslie Mann	R
footloose	1984	Drama	107	6.4	41947	http://ia.media-imdb.com/images/M/MV5BMTYwMzgzNDAzM15BMl5BanBnXkFtZTYwODY0NjU5._V1._SX54_CR0,0,54,74_.jpg	51800000	Craig Brewer	Kenny Wormald	Julianne Hough	Dennis Quaid	PG_13
footloose	2011	Comedy	113	5.8	30461	http://ia.media-imdb.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1._SX54_CR0,0,54,74_.jpg	51800000	Craig Brewer	Kenny Wormald	Julianne Hough	Dennis Quaid	PG_13
ghost rider: spirit of vengeance	2011	Action	96	4.3	71816	http://ia.media-imdb.com/images/M/MV5BMTkwNDM5MDEzOF5BMl5BanBnXkFtZTcwNDEyNTUxNw@@._V1._SX54_CR0,0,54,74_.jpg	51800000	Mark Neveldine	Brian Taylor	Nicolas Cage	CiarÃ¡n Hinds	PG_13
finding forrester	2000	Drama	136	7.3	67540	http://ia.media-imdb.com/images/M/MV5BMTk5MjQ4MjcyOF5BMl5BanBnXkFtZTYwNTMzODg2._V1._SX54_CR0,0,54,74_.jpg	51800000	Gus Van Sant	Sean Connery	Rob Brown	F. Murray Abraham	PG_13
the little rascals	1994	Comedy	82	6.2	28819	http://ia.media-imdb.com/images/M/MV5BMTQ0NjUzMTcyNV5BMl5BanBnXkFtZTcwOTY5MzEyMQ@@._V1._SY74_CR0,0,54,74_.jpg	51800000	Penelope Spheeris	Travis Tedford	Bug Hall	Brittany Ashton Holmes	PG
exit wounds	2001	Action	101	5.5	25193	http://ia.media-imdb.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1._SX54_CR0,0,54,74_.jpg	51800000	Andrzej Bartkowiak	Steven Seagal	DMX	Isaiah Washington	R
i can do bad all by myself	2009	Comedy	113	3.9	7682	http://ia.media-imdb.com/images/M/MV5BMjEzODgyNzQ1Ml5BMl5BanBnXkFtZTcwMzc0OTY3Mg@@._V1._SX54_CR0,0,54,74_.jpg	51700000	Tyler Perry	Tyler Perry	Taraji P. Henson	Adam Rodriguez	PG_13
finding neverland	2004	Biography	106	7.8	158157	http://ia.media-imdb.com/images/M/MV5BMTMxNzYzNzUzMV5BMl5BanBnXkFtZTYwNjcwMjE3._V1._SX54_CR0,0,54,74_.jpg	51700000	Marc Forster	Johnny Depp	Kate Winslet	Julie Christie	PG
sleeping beauty	1959	Animation	75	7.4	75583	http://ia.media-imdb.com/images/M/MV5BMjExODM3ODMyMF5BMl5BanBnXkFtZTcwNjg4MzM2MQ@@._V1._SX54_CR0,0,54,74_.jpg	51600000	Clyde Geronimi	Mary Costa	Bill Shirley	Eleanor Audley	APPROVED
sleeping beauty	2011	Drama	101	5.3	21806	http://ia.media-imdb.com/images/M/MV5BMjI5OTk3Mjg4MV5BMl5BanBnXkFtZTcwNzQ2NTQxNw@@._V1._SX54_CR0,0,54,74_.jpg	51600000	Clyde Geronimi	Mary Costa	Bill Shirley	Eleanor Audley	APPROVED
the grey	2011	Adventure	117	6.8	174580	http://ia.media-imdb.com/images/M/MV5BNDY4MTQwMzc1MV5BMl5BanBnXkFtZTcwNzcwNTM5Ng@@._V1._SX54_CR0,0,54,74_.jpg	51500000	Joe Carnahan	Liam Neeson	Dermot Mulroney	Frank Grillo	R
my bloody valentine	2009	Horror	101	5.5	40966	http://ia.media-imdb.com/images/M/MV5BMTY2MTQ1OTcxOF5BMl5BanBnXkFtZTcwMjc2ODUxMg@@._V1._SX54_CR0,0,54,74_.jpg	51500000	Patrick Lussier	Jensen Ackles	Jaime King	Kerr Smith	R
my bloody valentine	1981	Horror	90	6.2	10057	http://ia.media-imdb.com/images/M/MV5BNDYzNTUzMTMwMV5BMl5BanBnXkFtZTcwNTQ5NzkwNQ@@._V1._SX54_CR0,0,54,74_.jpg	51500000	Patrick Lussier	Jensen Ackles	Jaime King	Kerr Smith	R
underworld	2003	Action	121	7	178295	http://ia.media-imdb.com/images/M/MV5BMjIxNDExNDEyMV5BMl5BanBnXkFtZTcwODY1OTkxMw@@._V1._SX54_CR0,0,54,74_.jpg	51500000	Len Wiseman	Kate Beckinsale	Scott Speedman	Shane Brolly	R
identity	2003	Mystery	90	7.3	152061	http://ia.media-imdb.com/images/M/MV5BMjE2NzgyNDYzNl5BMl5BanBnXkFtZTYwODM2Nzc2._V1._SX54_CR0,0,54,74_.jpg	51500000	James Mangold	John Cusack	Ray Liotta	Amanda Peet	R
sneakers	1992	Comedy	126	7.1	40189	http://ia.media-imdb.com/images/M/MV5BMTk1NTA1MzM2OV5BMl5BanBnXkFtZTgwNDMzNTcxMTE@._V1._SX54_CR0,0,54,74_.jpg	51400000	Phil Alden Robinson	Robert Redford	Dan Aykroyd	Sidney Poitier	PG_13
like mike	2002	Comedy	99	5	12709	http://ia.media-imdb.com/images/M/MV5BMTcxNDYzNjUxNV5BMl5BanBnXkFtZTYwODM4Njk2._V1._SX54_CR0,0,54,74_.jpg	51400000	John Schultz	Shad Moss	Jonathan Lipnicki	Morris Chestnut	PG
a cinderella story	2004	Comedy	95	5.8	50284	http://ia.media-imdb.com/images/M/MV5BMTA1NDI0OTkwNDNeQTJeQWpwZ15BbWU3MDQ3Nzc1MjE@._V1._SX54_CR0,0,54,74_.jpg	51400000	Mark Rosman	Hilary Duff	Chad Michael Murray	Jennifer Coolidge	PG
enemy at the gates	2001	Drama	131	7.6	154865	http://ia.media-imdb.com/images/M/MV5BMjAyMDMwNzA2OV5BMl5BanBnXkFtZTgwNTIxNzQxMTE@._V1._SX54_CR0,0,54,74_.jpg	51400000	Jean-Jacques Annaud	Jude Law	Ed Harris	Joseph Fiennes	R
dragonheart	1996	Action	103	6.4	70864	http://ia.media-imdb.com/images/M/MV5BMTQ3MjEzODczMF5BMl5BanBnXkFtZTYwODUwMzA5._V1._SX54_CR0,0,54,74_.jpg	51300000	Rob Cohen	Dennis Quaid	Sean Connery	Dina Meyer	PG_13
dennis the menace	1993	Comedy	94	5.4	37078	http://ia.media-imdb.com/images/M/MV5BMTMyNTQ2ODA2M15BMl5BanBnXkFtZTcwNTA2MzIyMQ@@._V1._SX54_CR0,0,54,74_.jpg	51300000	Nick Castle	Walter Matthau	Mason Gamble	Joan Plowright	PG
broadcast news	1987	Comedy	133	7.2	18773	http://ia.media-imdb.com/images/M/MV5BMTkxODk0NzExOF5BMl5BanBnXkFtZTcwMjQyODQyNA@@._V1._SX54_CR0,0,54,74_.jpg	51200000	James L. Brooks	William Hurt	Albert Brooks	Holly Hunter	R
the phantom of the opera	2004	Drama	143	7.4	83797	http://ia.media-imdb.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1._SX54_CR0,0,54,74_.jpg	51200000	Joel Schumacher	Gerard Butler	Emmy Rossum	Patrick Wilson	PG_13
the phantom of the opera	1998	Horror	99	4.1	4068	http://ia.media-imdb.com/images/M/MV5BMTY4NjczMDk2MV5BMl5BanBnXkFtZTcwNjA5NjAwMQ@@._V1._SX54_CR0,0,54,74_.jpg	51200000	Joel Schumacher	Gerard Butler	Emmy Rossum	Patrick Wilson	PG_13
the gods must be crazy	1980	Action	109	7.3	38309	http://ia.media-imdb.com/images/M/MV5BMTI2ODYxNzM3N15BMl5BanBnXkFtZTcwNDMwODUyMQ@@._V1._SX54_CR0,0,54,74_.jpg	51200000	Jamie Uys	N!xau	Marius Weyers	Sandra Prinsloo	PG
the living daylights	1987	Action	130	6.7	58103	http://ia.media-imdb.com/images/M/MV5BOTg2MDUzNDIxMV5BMl5BanBnXkFtZTcwNjY5MDg0NA@@._V1._SX54_CR0,0,54,74_.jpg	51200000	John Glen	Timothy Dalton	Maryam d'Abo	Jeroen KrabbÃ©	PG
muppets most wanted	2014	Adventure	107	6.5	16328	http://ia.media-imdb.com/images/M/MV5BMTA2OTc0MzAxMDVeQTJeQWpwZ15BbWU4MDUyOTgxNDIx._V1._SY74_CR1,0,54,74_.jpg	51200000	James Bobin	Ricky Gervais	Ty Burrell	Tina Fey	PG
naked gun 33 1/3: the final insult	1994	Comedy	83	6.4	65191	http://ia.media-imdb.com/images/M/MV5BMTMzNzEwODQzN15BMl5BanBnXkFtZTcwNTgwMzcxMQ@@._V1._SX54_CR0,0,54,74_.jpg	51100000	Peter Segal	Leslie Nielsen	Priscilla Presley	George Kennedy	PG_13
goldfinger	1964	Action	110	7.8	119218	http://ia.media-imdb.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1._SX54_CR0,0,54,74_.jpg	51100000	Guy Hamilton	Sean Connery	Gert FrÃ¶be	Honor Blackman	APPROVED
hide and seek	2005	Horror	101	5.9	63531	http://ia.media-imdb.com/images/M/MV5BMjA1MDkxNDY4OV5BMl5BanBnXkFtZTYwMzE4ODc3._V1._SX54_CR0,0,54,74_.jpg	51100000	John Polson	Robert De Niro	Dakota Fanning	Famke Janssen	R
hoodwinked!	2005	Animation	80	6.6	40902	http://ia.media-imdb.com/images/M/MV5BMTUxOTQxMTIyNl5BMl5BanBnXkFtZTcwOTAzNDEzMQ@@._V1._SX54_CR0,0,54,74_.jpg	51100000	Cory Edwards	Todd Edwards	Anne Hathaway	Glenn Close	PG
penguins of madagascar	2014	Animation	92	7.2	6276	http://ia.media-imdb.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1._SX54_CR0,0,54,74_.jpg	51500000	Eric Darnell	Simon J. Smith	Tom McGrath	Chris Miller	PG
atonement	2007	Drama	123	7.8	164283	http://ia.media-imdb.com/images/M/MV5BMTM0ODc2Mzg1Nl5BMl5BanBnXkFtZTcwMTg4MDU1MQ@@._V1._SX54_CR0,0,54,74_.jpg	50900000	Joe Wright	Keira Knightley	James McAvoy	Brenda Blethyn	R
something to talk about	1995	Comedy	106	5.6	9325	http://ia.media-imdb.com/images/M/MV5BMTIzOTczNTM1MF5BMl5BanBnXkFtZTcwMDM5MDMyMQ@@._V1._SY74_CR0,0,54,74_.jpg	50900000	Lasse HallstrÃ¶m	Julia Roberts	Dennis Quaid	Robert Duvall	R
bull durham	1988	Comedy	108	7.1	31989	http://ia.media-imdb.com/images/M/MV5BMTc2ODkyOTQ2M15BMl5BanBnXkFtZTcwNTQ2NjgyNA@@._V1._SX54_CR0,0,54,74_.jpg	50900000	Ron Shelton	Kevin Costner	Susan Sarandon	Tim Robbins	R
apocalypto	2006	Action	139	7.8	207494	http://ia.media-imdb.com/images/M/MV5BNTM1NjYyNTY5OV5BMl5BanBnXkFtZTcwMjgwNTMzMQ@@._V1._SX54_CR0,0,54,74_.jpg	50900000	Mel Gibson	Gerardo Taracena	Raoul Trujillo	Dalia HernÃ¡ndez	R
the tale of despereaux	2008	Adventure	93	6.1	28501	http://ia.media-imdb.com/images/M/MV5BMTg0MTc5MTc1MV5BMl5BanBnXkFtZTcwNjgwNDE4MQ@@._V1._SX54_CR0,0,54,74_.jpg	50800000	Sam Fell	Robert Stevenhagen	Matthew Broderick	Emma Watson	G
syriana	2005	Drama	128	7	96618	http://ia.media-imdb.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1._SX54_CR0,0,54,74_.jpg	50800000	Stephen Gaghan	George Clooney	Matt Damon	Amanda Peet	R
the road to el dorado	2000	Animation	89	6.8	42803	http://ia.media-imdb.com/images/M/MV5BMTk5OTk0MjY5MV5BMl5BanBnXkFtZTcwMTY2NzkxMQ@@._V1._SX54_CR0,0,54,74_.jpg	50800000	Bibo Bergeron	Will Finn	Kevin Kline	Kenneth Branagh	PG
a bridge too far	1977	Drama	175	7.4	35513	http://ia.media-imdb.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1._SX54_CR0,0,54,74_.jpg	50800000	Richard Attenborough	Sean Connery	Ryan O'Neal	Michael Caine	PG
the mighty ducks	1992	Action	100	6.4	37311	http://ia.media-imdb.com/images/M/MV5BMTIzMzgxOTQwMV5BMl5BanBnXkFtZTcwMzkzNDYyMQ@@._V1._SX54_CR0,0,54,74_.jpg	50800000	Stephen Herek	Emilio Estevez	Joss Ackland	Lane Smith	PG
resident evil: apocalypse	2004	Action	94	6.2	131749	http://ia.media-imdb.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1._SX54_CR0,0,54,74_.jpg	50700000	Alexander Witt	Milla Jovovich	Sienna Guillory	Eric Mabius	R
the net	1995	Action	114	5.8	43046	http://ia.media-imdb.com/images/M/MV5BMTU0NjA2NzIwOF5BMl5BanBnXkFtZTYwNTExNTg4._V1._SX54_CR0,0,54,74_.jpg	50700000	Irwin Winkler	Sandra Bullock	Jeremy Northam	Dennis Miller	PG_13
the crow	1994	Action	102	7.6	119976	http://ia.media-imdb.com/images/M/MV5BMTUxMzA1ODI3NF5BMl5BanBnXkFtZTgwNTg3NjQxMTE@._V1._SX54_CR0,0,54,74_.jpg	50700000	Alex Proyas	Brandon Lee	Michael Wincott	Rochelle Davis	R
the hurricane	1999	Biography	146	7.5	66389	http://ia.media-imdb.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1._SX54_CR0,0,54,74_.jpg	50700000	Norman Jewison	Denzel Washington	Vicellous Reon Shannon	Deborah Kara Unger	R
